AUC,Brier,ECE10,LogLoss,PRAUC,SensAtFPR10,CalSlope,CalIntercept,AUC_lo,AUC_hi,AUC_percell_mean,AUC_percell_std,n_cells_valid,source,target,baseline,H,model
0.4987460085210082,0.9826041158265656,0.9826041160298044,13.575117829863926,0.017353428280640674,0.0,-0.290450833226764,-0.021023938311113075,0.4955618048141795,0.5038739644166673,0.5000470551679055,0.0002107283090460447,40,calce,severson,sensors,10,logistic_sensors
0.49824870061746823,0.9792064824619733,0.9792064825733916,13.528220628606922,0.02072237865434712,0.0,-0.2773886287925595,-0.02007817911314633,0.49667823214967727,0.5000905796282484,0.5000124264545885,7.859179948066645e-05,40,calce,severson,sensors,20,logistic_sensors
0.49953430223937634,0.9758088490248029,0.9758088490806897,13.481291413796939,0.024169184604561102,0.0,-0.26623720743024526,-0.019270937471735767,0.49901837915530584,0.5000909255523365,0.4999762506218799,0.0001502042557442983,40,calce,severson,sensors,30,logistic_sensors
0.5000569770601591,0.9690135820145678,0.9690135820273383,13.387417404444468,0.030989839953787082,0.0,-0.24789585564753724,-0.017943301665303626,0.5000211124211293,0.5000987772568627,0.5,0.0,40,calce,severson,sensors,50,logistic_sensors
0.7421371147744121,0.9825973725852826,0.9826007407871667,13.074255658545907,0.03695743675375184,0.30615234375,42.503530324937785,-590.8874301780362,0.6137907978935419,0.8204973397030932,0.9996837672337435,0.0015587747518937603,40,calce,severson,full,10,logistic_full
0.7123651412606864,0.979205849742551,0.9792061658542679,13.52742390243985,0.039009438662601176,0.27001633986928103,-0.2774046891661175,-0.020093171301681437,0.589318115869158,0.7967964802381773,0.9949760490620967,0.013054626525602315,40,calce,severson,full,20,logistic_full
0.7089844019346252,0.975808800388794,0.9758088247592334,13.480763763836604,0.044833367570839444,0.2482443820224719,-0.26624681023377106,-0.01927816879539405,0.6022408968607326,0.7895788409751222,0.9930080690676949,0.014230651358723655,40,calce,severson,full,30,logistic_full
0.6594700256835055,0.9690135816598178,0.9690135818499632,13.387351205866729,0.044846577498033044,0.20531798245614036,-0.24789668784132865,-0.01794390518124867,0.6485834837757886,0.670312731326542,0.7591473368458488,0.061739382949646815,40,calce,severson,full,50,logistic_full
0.8981030716001872,,,,0.627925440869886,0.66015625,,,0.8223790258991296,0.9998844338253993,0.9998815392881036,0.0006870396088270839,40,nasa+calce,severson,soh_dist,10,logistic_soh_dist
0.9124211404041266,,,,0.6424336090200906,0.7136437908496732,,,0.8359667987055086,0.9984962002605907,0.9998963792680515,0.0006041578434540135,40,nasa+calce,severson,soh_dist,20,logistic_soh_dist
